total_rooms,population,median_income,median_house_value
3033,1363,4.0036,161700
1778,875,2.6023,142200
5801,2586,3.9063,162100
1716,722,2.0926,166100
2912,1132,5.9174,225900
3273,1151,8.05,380000
1631,599,7.8031,267200
1605,748,5.0917,134100
5737,2731,4.4602,134500
2975,1440,2.9896,118600
2838,1701,4.1447,114000
3205,1439,5.7452,240900
3295,2279,3.6083,146400
4213,2071,4.4063,130800
2707,1200,4.9861,133500
4375,2038,5.1202,133800
2033,1114,3.2872,175000
3877,1642,4.0444,129200
3111,1178,6.556,234700
4487,2195,3.9615,194600
2493,1203,3.765,94600
1839,2010,2.1284,59400
2830,1554,3.0354,113700
2638,1289,4.1528,336800
21897,8652,4.5432,151300
14414,7608,3.5802,129600
7923,3789,3.5403,98600
2498,1185,3.2243,107900
4175,2032,3.4299,164000
4314,1662,5.0997,170100
2992,1105,8.6572,320200
2629,1265,4.5066,140200
2278,1203,5.0622,132400
2607,1216,5.0427,126900
4481,2211,3.9934,123300
16239,8656,3.5691,116300
6992,2816,4.3879,144400
1706,923,5.5057,147200
6217,3771,3.7206,146000
1904,895,5.7201,155700
3158,1596,4.1739,131300
1665,1301,2.8403,132300
3583,2183,3.428,140700
2682,1520,3.5982,94400
3564,1539,3.675,152400
3656,1698,3.1406,93900
1343,462,5.8995,189900
2253,1050,3.141,220100
5819,3237,2.2339,116600
2770,1471,2.3683,82500
2878,1362,2.7955,96500
756,424,3.6953,116100
6540,2667,5.5632,175200
2619,940,4.7283,164500
6119,2631,4.875,146400
2447,1077,3.058,133000
2191,951,3.8882,159500
2355,993,5.0492,144100
1275,530,3.875,133600
1930,805,4.4643,133000
3196,978,8.4699,344000
1793,653,5.6485,129500
1232,667,1.8288,32500
1191,554,2.8021,118800
3254,1168,5.1811,188400
4813,2333,4.175,144400
5121,2568,5.2447,148100
2051,878,4.3553,185700
2167,1290,5.0285,148200
2477,1234,5.5427,162100
3461,1518,3.5684,78700
2356,1378,3.7375,138800
2229,1010,4.1719,206100
926,451,4.0221,173300
2178,1192,2.3339,87100
1080,507,4.5278,166900
4535,1562,5.3224,225800
1801,684,4.2589,134900
4609,1660,5.0871,290500
1158,598,2.8235,65500
2230,1155,3.4911,88200
3938,1861,3.6484,95000
1851,1007,3.2361,84000
1093,590,2.7009,80200
2103,1124,3.0833,87000
1620,939,2.5542,72900
1086,663,3.3074,84200
3757,2022,3.5429,88200
1354,771,2.2723,78800
3184,1929,2.3844,86000
4866,2371,2.4574,103300
322,133,4.6111,139300
1672,757,3.6786,159700
494,253,4.8194,141100
3658,1452,2.6623,120700
5996,2532,4.6127,151800
1077,447,3.0139,115600
945,460,3.7569,127100
823,329,3.0833,114100
3137,1312,3.788,136800
2523,927,3.5179,207800
2388,838,4.775,194100
2839,1006,7.3343,280400
3895,1762,2.6635,135800
1827,852,2.0901,52500
2129,815,2.7679,118000
2713,1287,4.5815,125500
2643,1755,3.3281,91200
1883,893,6.2575,143500
2430,1016,10.0088,242000
2610,1290,4.1298,222800
474,300,3.8062,340900
2471,1753,4.025,293800
1996,1023,3.5714,243000
4842,2857,3.9318,133000
3919,2203,2.2402,89500
2943,1460,2.6713,84400
67,50,1.7596,93800
1643,831,4.0673,84200
1565,861,2.4844,77000
1001,597,2.2788,73400
2176,1067,2.3958,78400
3778,2393,1.8972,100500
825,355,3.1858,109500
774,356,3.5625,115300
2352,1127,2.2,116500
2888,1168,3.6053,148600
2375,863,3.0086,126900
1249,362,6.8469,446400
1839,685,4.5313,189400
2253,1018,3.2596,98700
2968,1176,5.0497,191700
1532,781,4.6944,130900
2790,1407,4.3288,133700
8537,4224,2.9647,108900
14418,6578,4.5604,145900
6091,2916,4.7557,150400
3425,1538,4.45,138700
4115,2903,3.7316,192400
3769,2061,4.1875,217600
2625,1487,3.6354,221200
2828,986,2.8871,94700
189,121,3.0208,60000
10035,6912,2.0943,108300
3568,1714,4.0862,162700
300,154,4.0909,108300
2897,1508,3.865,88400
562,240,0.9338,112500
1503,652,3.6937,99300
1226,359,3.8068,150400
2930,1661,2.7813,118900
2696,1059,1.8176,160900
5693,2334,2.2844,170500
2396,1225,2.9559,136600
1151,563,2.8,113600
2091,1053,2.2264,108100
2577,913,6.3406,448300
2019,878,2.8462,93400
2648,863,8.4016,338700
8507,3517,4.3644,137400
2171,1053,3.5278,126200
1734,783,1.9044,154300
1808,758,2.0062,92000
2696,990,5.4445,237600
1057,288,3.0526,146900
2655,1200,3.5179,107200
4680,2626,3.8355,107000
1540,1079,1.8571,98700
3626,1577,2.517,130400
3671,1733,2.2292,113200
3512,1515,1.9908,118800
2614,1181,2.0432,156800
2022,639,5.8416,297600
2623,838,7.143,327800
2697,1088,5,142500
2497,748,2.925,142400
152,65,0.9274,67500
7290,3960,3.5968,106300
20982,10329,4.3658,130600
2706,1236,4.15,322400
1256,910,1.9405,145400
2666,1768,2.6598,157300
1860,1215,2.9554,136500
2352,1430,3.0912,155300
3701,1749,3.067,207900
2668,915,2.3393,90300
1583,730,2.3895,87500
1698,731,3.0739,87200
1601,848,3.6429,105200
1578,897,2.3214,66800
1384,682,1.9167,64400
3260,1735,2.5162,97500
3099,1322,3.4784,105500
5527,2883,2.6485,114500
12355,5692,2.5245,99100
6955,2803,3.089,141400
4429,1538,3.2443,190700
7228,2455,5.1385,179500
2534,1495,1.9167,156300
2061,1110,3.1944,79000
3087,2529,1.8689,66800
1605,1966,3.0833,162500
1708,1474,2.8839,145900
1771,1105,3.7049,192200
2562,1478,4.0625,96200
2118,1019,3.725,112200
2274,1157,2.098,49800
1728,1042,1.6033,58500
1720,1069,1.8611,60500
2217,1203,1.9412,73100
1385,740,2.6055,78000
1087,462,2.0224,64900
3171,1591,2.0786,88600
1126,589,2.1776,84400
1327,613,3.8672,111400
1166,574,2.2452,102800
3713,2194,1.7451,89600
1878,710,3.7731,161400
2066,2548,1.3571,55000
182,115,2.6417,98900
1407,556,3.0521,108000
2525,1726,2.398,87600
1958,1171,2.8298,71200
1581,832,3.4083,71800
2828,1655,2.5574,72600
3249,2611,1.9423,87800
7880,4749,1.9657,116000
5665,3422,2.3343,97800
1507,868,2.0284,96300
5501,2964,4.1855,162100
1999,1061,3.5242,121400
1329,683,4.3687,128700
818,340,4.8021,133500
773,320,2.825,152500
2682,883,5.9934,196700
8297,4189,4.3696,170700
1626,677,2.3125,170800
1124,504,2.1667,93800
927,542,2.5,96200
1814,1076,2.7179,81100
909,661,3.1696,77400
1765,1008,2.0639,73000
1134,675,1.3696,65200
2289,1100,2.1694,95700
2443,939,3.5893,142000
2507,888,4.0972,163700
1316,452,3.0938,137800
1105,443,3.1827,131700
3514,1509,2.7333,100100
1879,791,3.15,101500
3321,1346,2.4618,101300
2430,1199,3.1667,81900
1488,846,3.1208,82700
2089,955,2.5898,72100
3657,2925,1.3927,78300
4602,2299,3.0625,90500
1787,988,4.35,96200
1378,818,4.0625,100300
807,585,2.6181,163500
2125,1358,3.6312,147600
1207,699,3.3611,117600
1717,855,2.75,127300
1280,754,3.1333,132000
1912,1065,2.1424,125000
994,623,1.725,111500
966,589,1.6937,108300
876,426,3.0865,119800
859,427,3.5789,110400
1718,1312,2.9955,134700
1835,1867,2.3879,129800
1652,790,3.0446,90800
755,457,2.4167,67000
2336,1172,3.5129,101200
3124,1512,3.1942,94900
1219,559,3.8295,122200
1678,971,1.0398,62100
1756,837,1.125,70500
1673,1116,1.3302,62200
1402,970,1.6343,71000
1077,753,1.3462,55900
3009,1513,1.4387,61000
1607,972,1.9107,64700
1404,765,1.8792,63300
1591,1000,1.0467,70100
2987,1240,2.8231,137500
1806,764,3.9271,147100
2334,892,3.0208,148800
3080,975,3.776,164500
906,257,2.8542,139400
2423,873,3.7167,131900
1698,726,2.9821,97000
2518,1308,2.5389,75700
2570,1145,2.5694,92400
1951,1089,2.3272,80600
2080,995,2.7697,76600
7212,4828,2.214,82400
2527,1089,4.088,96800
2033,1281,1.4007,97500
4297,2083,3.3878,109300
1215,787,4.1597,95900
4446,2499,3.5461,103600
918,417,4.2768,151300
1875,970,3.5096,141700
456,370,3.1319,112500
8363,3907,5.3321,208100
1365,591,6.0389,215100
1644,1143,4.005,180400
1636,1468,3.2219,114700
2029,936,2.67,77500
2319,1047,3.125,115600
2159,1141,3.9853,90400
2962,1542,2.2243,89200
2680,1885,2.6369,110000
1481,1079,1.867,60600
1246,884,1.4397,51700
2419,1696,1.4861,63100
1534,1147,2.5643,59800
1758,1094,1.0685,70000
438,263,0.9379,67500
3994,1295,5.1169,232500
2006,825,3.2963,236100
1962,704,3.5313,147900
3420,1301,4.0417,173800
3170,1027,4.63,233800
3374,1412,1.4889,77600
3421,1441,1.9485,86600
1159,810,2.7787,56000
1278,839,1.4702,58300
1746,1142,1.7714,69900
1893,884,2.1679,75400
1717,848,2.4741,87000
1705,827,2.6288,71200
1477,888,2.5592,70300
3033,1559,2.7101,99500
3573,1540,3.5323,109800
2780,1638,2.9571,103100
1766,1028,3.5402,98700
1441,629,4.4519,137500
3846,2360,4.6173,164800
2239,766,5.75,240200
1613,1617,3.1375,146200
1045,1245,1.775,112500
3659,1970,2.425,96200
3335,1963,3.3125,96800
1299,705,2.8333,103000
3438,1602,3.9914,120500
3746,2161,3.2039,103400
3167,1787,3.8125,92600
1517,1287,1.6607,67000
3185,2444,1.56,67600
3326,2511,1.9871,60900
705,464,2.4205,60900
1978,823,1.9688,135600
4408,1604,3.8914,181600
1394,689,1.7765,109800
893,367,3.2386,213200
810,326,3.1583,140000
1917,722,3.1484,158900
1878,722,3.3348,122800
3126,1789,1.7616,84100
2094,1364,1.2235,68500
2077,1454,2.0074,57000
1453,843,1.7692,63900
1825,1226,1.5292,55700
2745,1607,1.8007,65400
1279,963,2.71,65600
3873,2237,2.1736,72100
2437,1596,1.68,84100
2123,1576,1.5735,110000
10211,5656,2.575,107900
3593,1710,3.5227,93100
2039,862,5.1629,222900
2737,1168,2.83,88700
3720,1304,2.6921,97500
1244,484,2.3661,77500
2129,969,2.7039,106300
1708,911,4.0227,99800
946,474,5.0155,97300
2197,1374,2.1889,69300
1072,781,1.6563,65800
2035,904,2.6976,109300
2092,878,1.5922,115100
438,176,3.0217,200000
3233,1223,1.2041,168100
1360,589,2.1691,150000
889,273,3.125,85600
1532,782,1.8911,85900
1986,1044,1.7328,88100
1384,561,2.0242,94600
968,706,0.9948,65400
1091,926,1.1458,65400
1303,861,1.0208,55800
979,546,1.186,67000
2085,1346,1.2679,56700
2099,1845,1.4138,52500
543,506,1.3646,65400
3215,2400,1.4625,54400
2177,1971,1.2575,66800
20,74,3.625,80000
1895,620,1.7188,137500
3595,2760,2.3233,78800
2359,2048,3.2702,67300
3192,1768,2.2619,123500
2049,1230,4.6477,265900
198,151,4.5625,100000
7709,4147,3.8272,96600
1511,1062,2.3438,89400
1186,1038,1.6116,70500
987,1253,0.9204,82100
576,273,2.01,94300
2501,1081,1.5872,157500
2434,1281,1.6277,140600
1823,761,1.245,137500
567,272,1.625,187500
2438,1148,1.4301,141700
2809,1243,1.8512,114100
1145,596,1.78,114300
814,327,2.8542,125000
1587,877,2.0833,94300
1476,688,2.7316,134700
1151,518,2.0089,113600
2508,832,7.1035,228700
2216,714,4.8603,191900
2037,811,4.3929,162500
1684,675,4.1467,175000
3364,1841,2.1975,73500
1378,708,2.3542,103900
1451,786,2.3487,101600
1704,902,1.9837,62300
1824,906,2.9911,96400
2561,1583,3.1583,95800
979,723,2.5926,72300
2679,1740,1.3679,70300
3165,2447,1.5908,78600
10505,6002,4.0516,121200
2364,1264,5.0176,274200
1006,738,1.9722,210700
848,436,3.9028,93800
12197,5634,3.7449,129300
15309,7463,3.9143,129700
4391,1982,3.4291,105300
463,486,1.0313,85000
569,509,0.9196,137500
2151,1146,1.4034,90300
1000,456,1.4375,168800
2410,1091,1.2209,87900
1844,667,3.0033,103500
900,506,1.2813,87500
1521,987,1.9013,86900
2515,836,3.3844,151100
4280,1486,5.0359,224100
2313,779,2.5639,123000
1655,841,1.6932,78400
1468,571,3.3906,124200
2966,1225,3.125,130600
1902,955,3.1014,96800
700,260,2.9219,152900
2364,1331,3.319,84500
1715,842,3.0313,87900
4629,2902,2.735,74600
1557,986,2.6613,77700
6121,4224,2.3496,68000
1896,893,1.6948,87500
693,276,3.1944,117000
16679,7919,3.7188,134500
88,119,1.725,67500
761,2031,0.7526,162500
4018,1570,2.5821,125000
745,297,3.358,77500
858,510,1.0114,80000
1375,766,2.1719,87500
2646,1684,1.128,123100
2784,957,5.6402,209800
4094,1363,5.2362,236800
1145,334,8.338,405800
1167,452,3.7344,179800
3184,1188,4.6923,192000
3642,1508,3.5231,114300
4013,2032,3.3689,83400
3606,2317,2.7368,78200
1212,569,2.0048,72900
1468,611,2.3036,73000
1822,1372,1.2542,76000
613,425,2.2031,93800
3032,1341,2.8417,137900
2815,1075,3.9792,164800
2603,966,5.3135,216600
1613,631,4.25,191900
2918,1085,5.5208,171300
1595,542,6.6112,251600
4719,1857,5.0371,180200
4426,1856,4.1,158300
910,429,1.6458,52800
2372,1142,4.0238,374600
1019,602,2.625,210000
1217,677,2.6563,63600
2628,1364,2.0455,59400
2119,1079,2.3566,80400
102,29,4.125,72000
1650,802,2.9048,98200
6418,3814,1.6647,69100
938,508,1.642,32500
2360,1041,2.89,86200
3089,1366,4.2885,160300
3377,1289,3.5737,171200
6876,2942,3.0963,156900
4900,2519,4.8497,184400
3344,1341,3.6196,152800
1544,825,4.3229,327300
1806,683,4.5156,91200
1028,471,2.9688,86400
1537,617,1.5313,50300
1340,662,2.6071,57100
2080,1082,2.5495,98300
1810,1157,2.0469,55100
8149,2933,3.6788,178800
1316,732,2.1213,79200
4988,2414,1.9728,76400
3395,1518,4.0833,118500
2438,1103,2.9375,86600
6132,2595,3.1607,178900
3359,1862,2.6719,193600
858,47,2.4028,67500
886,576,2.1467,84100
1438,779,1.3289,39400
2896,1809,1.8047,53800
1724,939,2.4952,53900
720,359,2.5313,61300
4289,2707,1.3375,59600
4251,3265,2.3496,65000
2276,1455,2.4695,58000
2120,1304,2.0368,67800
2242,1481,2.0781,74800
4648,2524,1.3177,74300
1672,969,3.0536,73100
8482,3362,4.2216,217900
9104,3759,5.1442,174500
1396,630,2.8616,92500
6758,3918,3.525,201700
827,396,0.8024,58300
1551,684,2.0357,57600
3215,2041,1.0585,45100
461,284,2.2045,41800
2278,1185,1.3611,60600
1434,811,1.7727,49000
1783,1163,1.2857,47000
1332,726,2.25,63400
435,285,1.2292,69600
6227,2909,4.106,115900
2403,1088,3.9,146900
5490,2415,6.5253,216800
4868,2036,5.7621,204600
759,252,3.6964,262500
1733,1861,1.5771,65200
818,358,1.7708,79500
1957,945,1.7308,53600
1064,603,1.3654,57900
1885,871,1.6352,53100
2332,1041,3.7125,116800
2157,1009,1.5827,63000
3349,2029,2.9647,88800
2277,1607,1.5085,69700
2171,1527,2.3011,57500
2130,1195,1.3631,45500
1377,761,1.4934,48300
1891,1023,2.7303,99100
2070,2046,1.9426,82300
1485,653,3,141700
6725,3439,6.4313,393100
790,365,2.1912,115200
2221,952,2.0458,105700
1384,557,2.0882,104900
1619,705,2.4623,126100
2023,1073,1.5714,56100
1872,870,3.725,84700
1632,769,3.1029,71700
442,413,1.5694,57900
1442,832,1.8413,62300
1395,700,2.4353,162500
2889,2681,2.9417,178000
5231,2634,4.9702,279800
4591,1904,2.2419,93200
2636,1184,2.7863,108600
2487,1110,3.1061,110200
1676,733,1.7875,103800
2409,1384,1.9956,58000
1865,1087,1.6389,56700
1947,925,2.1658,57600
1206,537,3.3611,79800
1376,702,1.4946,55500
662,520,0.8928,55000
2796,2017,1.8355,61200
778,340,1.7857,258300
3120,2383,3.5551,198600
2303,1447,3.2019,203600
3192,1439,4.3693,234000
2873,1582,5.1519,264700
1527,665,2.8657,119600
1958,875,2.3507,97600
743,395,1.625,88300
945,385,2.1838,58000
2754,1063,1.4048,86500
2515,1284,2.1776,73800
1783,938,1.6652,58900
1492,804,1.684,71300
1107,768,1.7167,48800
541,229,8.0379,383300
220,55,15.0001,131300
6355,3704,4.4233,228600
6637,3575,4.3227,251500
865,403,5.7396,308700
737,362,5.1788,270000
3744,1532,2.3079,95300
1742,721,2.4537,117900
2672,1151,2.567,102900
1503,699,1.875,84000
2263,1138,2.3403,87300
2447,1157,1.8245,85500
2888,984,1.9766,92600
1677,844,2.3958,111200
1396,940,1.5208,70300
1299,1494,1.3348,225000
2479,1075,5.1017,241400
9483,4108,7.5,344500
1511,1052,3.625,350000
3416,1862,4.7813,241500
1575,751,5.2203,286500
1612,837,2.963,89500
1610,909,1.8661,59800
2035,1030,1.4661,65200
1432,933,1.6823,83800
1428,989,3.691,154400
404,144,4.2083,125000
5322,3011,5.5936,386800
6529,3071,5.6754,298500
9899,11272,2.0244,118500
3149,3456,2.8542,127600
3260,3130,2.5224,119200
3272,1467,1.7885,43500
1759,788,1.8125,93500
1173,523,1.0625,92800
2105,974,1.6346,63300
4480,2271,3.809,110700
2037,1267,2.4556,97100
2321,1168,3.0962,74000
1984,1043,1.9375,65300
2183,1202,1.6902,61500
1317,856,1.6719,64100
2787,1431,2.5469,65900
1405,627,4.2188,94200
2320,1245,3.2465,97200
3519,1459,4.2792,123800
2693,1337,3.8534,99700
1826,1068,1.9797,118800
1786,771,5.7239,430600
1593,1030,3.9306,260700
1337,838,5.0374,165400
4195,2200,4.3451,177800
512,767,2.2667,72900
4712,5982,2.5986,135700
2534,2448,2.4884,130500
1827,1507,2.8942,129000
2697,2220,2.5329,135200
1437,836,3.6286,165500
1335,717,4.7891,230600
726,411,3.2375,450000
1922,872,2.2337,64500
1677,770,2.6823,93400
2598,1151,2.8182,109700
1296,569,1.8616,70500
1907,821,2.0978,134000
1879,1065,2.4183,103800
336,195,5.3946,71800
2991,1419,1.8849,73500
1547,940,1.5613,72500
1874,822,2.5038,68300
2355,1047,1.8208,79500
1991,804,3.4492,98800
431,391,2.625,225000
2019,888,3.2619,183800
2549,1169,3.6694,209400
1830,1110,2.4821,248200
5034,2124,4.9028,335000
5015,3251,3.9818,152900
2486,2443,2.5263,130400
2237,834,1.7538,90300
1808,763,2.3711,121800
1189,627,3.8611,100000
6408,3294,4.2656,110700
3212,1817,3.3793,92900
1999,967,4.4583,253900
4780,2795,6.1684,288100
1819,919,4.1696,222500
2628,1372,4.1696,175000
4203,2900,4.1742,159900
4089,2927,4.1675,142500
6568,6012,2.3463,156100
256,214,3.0197,137500
3174,1466,5.2285,248100
2909,1537,3.0179,61300
1599,794,3,96700
1387,640,1.4833,65200
1003,1098,1.7552,86400
812,374,2.7891,73500
5022,2087,2.3963,114800
4833,2336,2.6842,89100
6006,2915,5.9356,321700
2606,1361,4.5787,245100
2191,1150,4.7969,227500
4964,2773,3.0827,148100
7884,4907,2.7367,160300
2351,1169,2.8924,169600
1926,1717,1.9385,123200
4261,2013,3.5288,221000
3745,1762,3.2355,214200
2144,1200,3.4426,102400
2098,1090,4.45,96200
2055,1064,4.7426,263100
2608,1531,5.5148,253500
3921,1895,5.0092,238700
4131,2002,3.2929,157500
3252,2010,3.4222,158100
10613,7249,3.7912,168900
2878,1444,3.1439,192300
2497,1275,3.1071,193100
1580,465,6.1668,405800
2548,1118,2.267,57800
2411,786,2.1513,80400
2599,1241,1.9943,86300
1217,537,2.6607,84600
3041,2106,1.6315,58000
2121,1125,3.3958,94600
2264,1056,3.6111,112300
645,410,1.7417,110400
6141,2553,4.2432,326500
1046,527,4.375,213500
569,542,2.1875,187500
5561,3523,2.8289,168300
3071,1477,3.9219,222500
9371,4259,3.6875,189700
3996,1786,3.5189,141300
1860,1137,1.5281,61600
1969,717,3.4698,179700
1366,596,4.0625,141700
3388,1707,3.6411,162800
3754,1692,6.7644,412600
19234,12153,3.2652,152800
2220,1170,2.3224,56200
412,304,2.6597,86000
2292,970,2.2888,94900
1850,1348,3.8125,125400
4077,1618,5.2951,386200
1229,687,5.1433,305600
2837,1454,4.5272,221000
2164,1309,3.338,185300
4037,1596,8.0922,390100
1852,911,1.7885,57000
1210,523,1.91,63900
2330,1505,2.0474,56000
1360,808,2.4167,225000
2372,1400,2.8922,153600
6819,2828,4.6225,226500
3079,1562,5.1041,172900
2396,1391,3.2813,151400
1710,861,2.8828,131100
2005,972,2.2216,156700
3258,1779,4.6587,152500
1962,825,4.8958,187100
531,469,4.65,385700
2511,1551,4.9107,231900
2294,1306,3.0347,227200
641,458,3.3456,252600
3562,1607,5.0162,283100
2150,1052,3.5039,288400
1432,862,2.2813,57600
1814,941,2.1728,59400
710,550,2.8882,151400
8627,4071,4.2198,164100
3861,2085,3.3558,129700
1680,1103,4.6125,253800
2528,2332,3.7766,177000
2371,944,5.9175,240200
1069,567,1.9559,78400
2790,1386,3.1908,194300
7957,4460,4.9618,156500
7105,3523,5.0468,168800
1671,729,6.1023,450000
1062,631,4.7386,394100
3306,1623,2.8614,145200
974,521,1.0633,137500
1266,547,3.0288,164400
9217,3578,5.0016,189100
5608,2595,3.9864,200200
2931,1954,3.2917,224700
2392,3074,2.5195,136900
827,703,4.4271,175700
3184,1121,5.6383,377000
1535,726,2.3833,95100
2596,1100,2.3243,85500
2302,1205,2.8,71200
3960,2248,1.7257,179100
1910,1001,4.8173,115800
4980,2399,5.7104,186300
440,217,5.2327,500001
1961,985,6.7159,362700
7292,2468,5.6411,294700
1210,863,3.1062,156000
2648,1193,2.4461,151700
3355,1350,2.6506,164600
3841,1799,4.3814,245300
2952,1264,4.4209,274600
1973,970,4.25,279100
2867,1203,2.7143,95300
1687,864,2.4943,81900
12139,6837,3.125,132500
2479,979,4.7308,236200
4802,2199,3.7452,227700
12070,5826,4.8624,192400
1755,702,5.2443,183400
1947,605,8.1871,500001
1801,548,2.5052,133700
1486,455,4.3365,221000
3167,1414,6.8773,467700
3461,2790,4.7569,190800
1580,1066,4.7071,202700
4026,2264,3.1327,218100
1362,1068,2.4615,177800
1211,1102,1.6875,161400
1461,1494,2.8056,173200
1851,1678,3.2937,135300
1740,1563,2.7694,132400
602,112,1.0667,34200
540,234,3.6111,67500
674,701,1.3942,69400
5320,2866,4.1997,133400
15018,7984,3.1371,201800
8800,6330,2.065,219400
3980,1705,5.7068,256700
2157,929,3.7301,204400
1864,1189,4.2361,177500
1078,555,3.1856,186900
3023,1225,6.3705,350000
4153,2435,5.6306,286200
3526,1378,6.1463,335500
2267,1150,7.1267,277900
660,431,4.9097,241000
250,141,4.6458,500001
4274,2240,5.4218,233900
1416,779,3.1987,279800
947,1120,3.4125,160700
2096,1454,3.2216,238300
2687,2154,2.6434,169700
1276,1359,1.9609,155000
1445,1017,3.6693,211000
1608,2031,2.3384,121000
3759,1705,4.712,158600
1950,1145,2.8365,87900
1697,775,3.4559,123100
2559,1820,2.1927,107900
2438,1415,2.8351,107200
2670,1548,2.2794,108900
2983,1417,3.9861,168100
5623,2429,5.4409,205100
494,254,9.1531,418800
495,277,2.6667,179200
1687,950,3.5532,158400
8068,3489,5.7907,264200
3160,1675,7.5443,348400
3088,1799,7.2707,355300
10236,5674,4.747,261100
4713,2519,5.6958,253800
3992,2097,6.7287,299300
1617,667,4.5221,191100
4228,2389,3.525,229100
1406,1075,3.2813,190000
1943,1844,3.0192,184300
2587,1534,2.4375,190400
4934,3198,3.5,194800
2715,2580,2.8348,162000
424,266,3.3472,293800
6601,3562,3.512,174800
2321,803,10.1854,426000
140,84,2.125,179200
3766,1855,2.3468,119400
2948,1123,4.0556,146900
4224,1907,4.8226,139900
10509,5633,2.9605,204300
2688,1216,4.4491,133900
2371,1094,5.3245,174500
17032,7653,5.5601,213700
2853,1761,4.3533,168400
2358,1157,3.3618,174600
3112,1392,3.0222,172500
1773,804,4.8571,201100
2211,1024,5.2649,199800
1947,900,3.8523,193000
1959,891,7.375,338400
3195,1774,7.0671,378200
2829,1510,6.68,359500
2093,983,6.4664,271500
2123,1067,6.0062,262700
2127,1547,5.0958,217100
2794,2236,2.4053,178400
1515,975,4.3906,241200
5690,2887,3.0625,116300
1105,408,3.3929,82100
1755,1061,2.8864,103100
3794,2225,2.8068,95300
2602,981,4.7222,167200
